Hypo-dense region intensity (minimum),Hyper-dense region intensity (maximum),Total signal energy in the tumor,Tissue heterogeneity (entropy),Interquartile intensity range,Tissue uniformity (kurtosis),Average tissue density,Median tissue density,Density variance,Edge sharpness (contrast),Tissue texture correlation,Small uniform tissue regions,Tumor texture complexity,"Tumor classification (e.g., pituitary tumor)"
19.4,106.8,410840.0,2.507833117477816,52.0,3.058783500717416,69.93846153846154,72.0,1429.2269822485205,1.2297008547008548,0.6080728993100127,0.8127955082742317,0.294047619047619,pituitary_tumor
19.0,83.0,223212.0,1.97145038564334,35.0,2.4166893825365854,60.74509803921568,70.0,686.7389465590159,0.2773809523809524,0.881517818045332,0.7214506172839505,0.0902394106813996,pituitary_tumor
9.0,103.5,155009.0,2.1090455999518385,41.75,4.264551152671491,43.45652173913044,32.5,1481.2915879017014,0.8055555555555556,0.4371362458525764,0.8695570570570571,0.7859327217125383,pituitary_tumor
20.2,89.0,287681.0,2.23994040749772,40.5,6.353324246028594,59.66666666666666,58.0,1006.2539682539684,0.992063492063492,0.386442262739598,0.7311507936507936,0.2596371882086168,pituitary_tumor
42.0,118.0,526962.0,2.160629828004806,37.25,2.365269018615713,72.95348837209302,71.0,805.2536506219578,0.6970588235294117,0.7691149235554033,0.7985243055555556,0.408160552897395,pituitary_tumor
33.0,64.0,297631.0,1.1204568716150831,19.5,2.823322855079249,48.225,49.0,154.6077083333333,0.284769385026738,0.4814615730242025,0.6680802710262347,0.9637681159420292,pituitary_tumor
43.0,80.5,311982.0,1.6241255188509949,12.5,5.158078011193143,66.33333333333333,68.5,326.88888888888886,0.328125,0.677740493714643,0.7827794312169313,0.2963980463980463,pituitary_tumor
46.0,82.5,338903.0,1.5887991580142604,22.0,3.8547661656482535,64.64473684210526,67.0,280.3079986149585,0.4159722222222222,0.5456842466867957,0.8312368972746331,0.2557582815734989,pituitary_tumor
20.1,80.0,318955.0,1.896550945270269,38.25,2.067115825237635,49.50925925925926,47.5,502.1202846364884,0.8027777777777777,0.5337130012179192,0.8258169934640522,0.8610097323600971,pituitary_tumor
7.300000000000001,111.0,360130.0,2.473652764005304,58.5,2.5151870984871936,58.0,58.5,1502.6216216216217,1.4107142857142856,0.5568405127174472,0.8401639344262295,0.4607740585774058,pituitary_tumor
7.0,100.70000000000002,449826.0,2.2689709930525623,66.75,1.755138971051197,55.80392156862745,60.0,1295.9811610918875,0.7386363636363636,0.8034626451196436,0.7982798896260435,0.4655486219448778,pituitary_tumor
8.0,113.2,499677.0,2.499258085156264,61.0,1.9194501040958103,63.80898876404494,64.0,1542.761267516728,0.4324425574425574,0.8239169326000663,0.7861146184062852,0.1723163841807909,pituitary_tumor
37.0,59.7,24631.0,0.6500224216483536,7.25,3.512774814714991,44.25,41.5,94.52083333333331,0.0,1.0,0.836734693877551,0.0,pituitary_tumor
7.0,108.4,338859.0,2.328197346704922,79.0,2.1794283324936234,58.47826086956522,57.0,1491.293005671077,0.7963675213675214,0.8156323657753863,0.7396980676328503,0.4086901763224181,pituitary_tumor
5.0,134.60000000000002,405263.0,2.5607039209112035,63.0,2.092311163591683,65.12698412698413,52.0,2191.2219702695893,0.9107142857142856,0.7208619591770237,0.84201536643026,0.2319767441860465,pituitary_tumor
28.6,98.8,306157.0,2.116591973411809,40.0,4.249176254978918,56.45205479452055,46.0,1007.0970163257648,0.5111607142857142,0.7000936544144976,0.8383331623405491,0.3154380341880341,pituitary_tumor
47.1,108.0,115445.0,1.727396673574478,21.75,3.219920279055122,87.07142857142857,98.0,664.637755102041,1.5,-0.4999999999999998,0.851010101010101,0.240506329113924,pituitary_tumor
10.8,139.4,271148.0,2.274593525647862,109.0,1.3070099044107737,72.41176470588235,59.5,2731.47750865052,0.625,0.9186507936507936,0.7710732323232322,0.0735735735735735,pituitary_tumor
16.6,131.20000000000002,583701.0,2.786054042819056,72.0,2.0679906138803497,73.96103896103897,74.0,2110.297183336144,1.7125,0.7383889091752911,0.8624338624338624,0.3994774477447745,pituitary_tumor
31.0,85.0,492451.0,1.8764606716147685,26.0,6.661604622137818,54.518248175182485,47.0,622.2934626245406,0.634090909090909,0.7030967013720997,0.7760416666666666,0.424290780141844,pituitary_tumor
20.6,106.4,209312.0,2.3598851663837555,43.0,2.652293525205924,61.86046511627907,55.0,1041.003785830179,1.2499999999999998,0.2920475030173841,0.8881172839506173,0.4026442307692308,pituitary_tumor
42.0,110.0,250988.0,2.1465401886570272,36.0,2.331190911628949,73.70731707317073,72.0,688.8899464604402,0.5595238095238095,0.6518930203073423,0.8682725694444444,0.2366863905325444,pituitary_tumor
11.9,137.2,373018.0,2.598955059065508,70.5,2.5037797258550585,64.1,53.5,2108.1566666666668,2.36686507936508,0.3966663146939375,0.9124737945492664,0.6431587837837839,pituitary_tumor
11.7,112.0,221359.0,2.2614902250920506,54.75,2.534418205190044,48.87931034482759,39.0,1427.3475029726512,0.585813492063492,0.8751881379735669,0.7977642276422765,0.7403846153846155,pituitary_tumor
22.7,68.60000000000001,136099.0,1.6663260261908424,26.0,2.726053954342698,40.77941176470589,34.5,338.49545847750863,0.29375,0.7257482483509632,0.8044871794871795,0.3624031007751938,pituitary_tumor
18.8,61.60000000000001,105317.0,1.764540591269564,22.0,4.967652132458798,36.69491525423729,31.0,438.5170927894284,0.7020833333333334,0.4995606780751026,0.8298611111111112,1.3025700934579438,pituitary_tumor
22.5,60.0,63299.0,1.52360602030182,28.75,2.153404257124668,38.69444444444444,31.5,261.045524691358,0.3809523809523809,0.4305555555555554,0.8090277777777778,0.4010025062656641,pituitary_tumor
31.9,84.0,184138.0,1.7239071118032272,19.25,4.3254133357998406,56.96,58.5,438.3183999999999,0.3583333333333333,0.5316181875459414,0.8430555555555556,0.2571839080459769,pituitary_tumor
33.8,77.60000000000001,180722.0,1.5139047117278133,18.25,2.9925332587830056,59.125,61.0,269.2760416666667,0.3839285714285714,0.5477096523288196,0.7863562091503268,0.4067534076827757,pituitary_tumor
12.1,95.8,174558.0,2.1159666743834107,61.25,1.6187052296916364,54.61904761904762,50.0,1172.9024943310656,0.4538690476190475,0.7949858487841504,0.8048371647509579,0.2277369281045752,pituitary_tumor
28.4,63.0,179363.0,1.4096863115261524,19.0,3.645720007161591,49.23880597014925,56.0,252.59968812653148,0.2683006535947712,0.5950396825396822,0.7173717948717948,0.3513513513513513,pituitary_tumor
10.2,82.80000000000001,150906.0,2.044806811797018,43.0,5.096336878998761,42.11320754716981,33.0,1073.7607689569245,1.0669642857142856,0.4784699424824574,0.8397932816537469,0.7596314907872698,pituitary_tumor
25.5,87.5,134522.0,1.6974562095904169,19.25,6.86312125027313,46.30434782608695,37.0,780.2986767485824,0.09375,0.7139639639639639,0.7837448559670782,0.0989263803680981,pituitary_tumor
7.800000000000001,126.60000000000002,219104.0,2.6396993623801857,67.5,2.217289648543219,66.28571428571429,68.0,1866.3183673469389,1.975,0.4231312259785079,0.8561507936507936,0.1112459546925566,pituitary_tumor
47.2,105.4,332030.0,1.98355369606051,32.0,2.4198758168705226,80.76595744680851,84.0,541.3282028066999,0.8821428571428571,0.2658422316770918,0.7276475694444444,0.348621103117506,pituitary_tumor
39.2,122.19999999999996,498777.0,2.14075843033776,29.0,4.114217737191672,66.0752688172043,58.0,997.252399121286,0.6201465201465202,0.5991412427828557,0.7379661016949153,0.4133158508158507,pituitary_tumor
35.0,67.0,204360.0,1.2890457696792383,18.75,8.173775790870733,49.55263157894737,46.0,233.48407202216063,0.4435606060606061,0.3883972110625499,0.6936702127659574,0.5126312335958007,pituitary_tumor
43.0,71.6,294353.0,1.0906528032529912,18.0,2.02872968334914,56.80681818181818,54.0,117.9058626033058,0.301610644257703,0.4213890065309938,0.7039111635220126,1.550925925925926,pituitary_tumor
50.4,82.80000000000003,243112.0,1.2792282218958333,16.0,3.198106008009012,66.41509433962264,66.0,176.0541117835528,0.3050595238095238,0.5392771187285488,0.7569444444444444,0.5808189655172414,pituitary_tumor
15.4,118.20000000000002,954655.0,2.6012083934759165,55.0,3.0047185102882072,74.42222222222222,76.0,1532.8513580246915,0.8418903318903319,0.8280238555396866,0.7680082742316785,0.3130946717411988,pituitary_tumor
16.0,104.0,287823.0,2.394712711269247,64.5,1.9534514650740116,66.41176470588235,72.0,1233.0657439446368,0.56875,0.8658432343949871,0.8043843843843843,0.192,pituitary_tumor
13.6,56.8,111833.0,1.6187993404043524,20.0,3.6866388284988254,40.64912280701754,43.0,309.631271160357,0.43125,0.5579023851144205,0.6668595679012346,0.5197368421052632,pituitary_tumor
41.6,106.6,247245.0,1.901815318693268,29.0,2.9802660772208998,69.62222222222222,69.0,647.0795061728393,0.2916666666666666,0.9331063531063528,0.8659336419753086,0.1912650602409638,pituitary_tumor
49.8,93.40000000000002,376916.0,1.6943301089715863,25.0,2.98411969273745,71.65217391304348,72.0,328.51669817265275,0.5393772893772893,0.4670131713629075,0.8424242424242425,0.8835341365461847,pituitary_tumor
5.700000000000001,116.6,520862.0,2.4570521828183227,59.0,2.130756688536637,61.55102040816327,62.5,1526.3902540608078,0.4537037037037036,0.7377638754809692,0.8135469363052008,0.4764873140857394,pituitary_tumor
56.0,133.0,861846.0,2.123738764859344,28.5,3.56207200772885,86.71844660194175,81.0,847.3479121500612,0.7698863636363636,0.5921441708233307,0.8150492264416315,0.576958738989337,pituitary_tumor
58.0,107.20000000000002,637390.0,1.607926930517486,21.5,3.211649291048533,82.17777777777778,81.5,328.923950617284,0.4831773618538324,0.4536189897493374,0.7458767361111112,0.5347604485219164,pituitary_tumor
44.0,94.0,272671.0,1.8235244908766164,14.5,3.734454521013348,70.6078431372549,70.0,361.0226835832372,0.1428571428571428,0.9108280254777062,0.8170731707317073,0.1794354838709677,pituitary_tumor
51.0,88.60000000000001,419339.0,1.282864719965259,17.0,2.9533514021582024,67.17977528089888,65.0,198.55195051129908,0.2810744810744811,0.629953340618561,0.7570719696969698,0.7107594936708862,pituitary_tumor
67.0,83.10000000000001,303499.0,1.376667362390783,9.75,5.847427476279332,74.31481481481481,73.0,97.66015089163236,0.1777777777777777,0.7237554112554107,0.6693218954248366,0.3464912280701754,pituitary_tumor
15.0,99.8,260829.0,2.3617751822075856,56.5,1.9921768172826095,57.67796610169491,59.0,1094.0827348463083,0.90625,0.567196842621684,0.8594104308390024,0.4116499442586399,pituitary_tumor
8.0,87.6,247502.0,1.973149426315189,53.0,1.866171464064584,46.55421686746988,51.0,814.6566990854988,0.5521978021978022,0.7773805867442275,0.8335225949219661,0.6153694968553459,pituitary_tumor
17.8,55.60000000000001,115072.0,1.6228535602128529,18.0,6.952668278743201,35.30434782608695,30.0,421.3131695022055,0.3766233766233767,0.4060789840546233,0.7413097814883529,0.4552154195011337,pituitary_tumor
18.0,66.20000000000002,207983.0,1.6836890974430472,27.0,4.387431023858101,40.67,34.0,425.7811,0.6466450216450216,0.6358101742698117,0.809358108108108,0.7633399209486166,pituitary_tumor
24.0,65.0,265547.0,1.6190592613977066,29.0,4.2961679357212015,44.53982300884956,41.0,366.1776176677892,0.5102756892230577,0.574816688577933,0.8089454983871482,0.6695884146341463,pituitary_tumor
50.0,71.80000000000001,255372.0,0.91874773540742,11.5,9.897593427097046,61.87301587301587,59.0,225.25371630133543,0.2791666666666666,0.4486923295850213,0.7259778528528529,0.3666666666666667,pituitary_tumor
4.0,55.9,57494.0,1.313105016293313,28.25,4.472322279701776,21.032258064516128,9.0,484.9667013527575,0.462797619047619,0.6969462494763439,0.8614004629629629,0.6675,pituitary_tumor
5.0,126.3,318370.0,2.268925251411635,57.75,4.67749580136522,47.285714285714285,34.5,2312.204081632653,1.1919642857142856,0.6509777558955713,0.8808851224105462,0.6592689295039165,pituitary_tumor
7.9,112.70000000000002,375836.0,2.5218789940100352,62.75,3.358006327689775,59.4,56.0,1840.7257142857145,1.113095238095238,0.8287647867958547,0.8325157232704403,0.2689665471923537,pituitary_tumor
7.0,147.9,362505.0,2.4652033156653017,106.75,1.6635087127086656,65.64583333333333,55.0,3242.812065972222,2.0416666666666665,0.8130095411177697,0.8693347953216374,0.2152061855670103,pituitary_tumor
8.0,115.10000000000002,273869.0,2.4336535972993207,66.25,2.996895735897151,52.91379310344828,43.0,1922.009809750297,0.902777777777778,0.7334839396805707,0.855246913580247,0.980811403508772,pituitary_tumor
24.4,66.0,206233.0,1.5219791285237214,24.5,3.310150109261862,46.855421686746986,47.0,289.30439831615627,0.2319444444444444,0.6571061187751426,0.7642890489529146,0.5677668539325843,pituitary_tumor
21.8,87.4,443471.0,2.086700134419751,33.0,3.309330974023288,49.776978417266186,42.0,712.6912685678797,0.6659517973856208,0.755133011429221,0.7876787678767876,0.862997903563941,pituitary_tumor
37.0,80.0,309600.0,1.704133094098653,29.5,3.1410903514936885,63.0,71.0,331.00000000000006,0.3681818181818181,0.5929823939261913,0.7677777777777777,0.6573254670599803,pituitary_tumor
8.0,75.39999999999995,140131.0,1.6673812766870395,35.0,4.58687285810533,29.72289156626506,16.0,804.8750181448687,0.366025641025641,0.8580194551531404,0.7635160391973967,0.9285714285714284,pituitary_tumor
12.5,90.0,308930.0,2.2704752030950157,46.75,2.7706824143724385,50.74418604651163,47.0,1017.236884802596,0.8714285714285714,0.753495112784033,0.7446751412429379,0.8583123425692694,pituitary_tumor
11.6,81.19999999999999,180761.0,2.030485808594252,44.5,2.3746975869154734,44.64179104477612,44.0,705.0358654488749,0.5238095238095238,0.6428026885719861,0.8144063180827886,0.6629464285714286,pituitary_tumor
35.0,106.3,323581.0,2.1489092932055973,32.25,3.6312793481970864,63.5735294117647,58.5,716.9504757785468,0.8967803030303031,0.5914158199793812,0.7708333333333334,0.6116352201257861,pituitary_tumor
31.0,92.0,377140.0,2.008918837535436,37.5,2.4797257086319675,59.97802197802198,54.0,547.032483999517,0.5771367521367522,0.5925469862195715,0.7789176245210727,0.4806152549515382,pituitary_tumor
19.0,109.0,510435.0,2.355980863827356,67.0,1.9770458267320752,58.3394495412844,52.0,1279.3985354768115,1.2456709956709957,0.6701709208402618,0.8201863572433195,0.6573741007194244,pituitary_tumor
20.0,124.5,760081.0,2.6787901728583066,77.5,2.200174181752905,73.04716981132076,77.5,1834.6864542541828,1.677866541353383,0.7253100416073469,0.8595403439153438,0.5868228647391159,pituitary_tumor
19.200000000000003,107.2,377371.0,2.3966086565632128,57.5,2.418911043548462,57.89156626506024,50.0,1195.2051095950064,0.5508928571428571,0.8098845963966654,0.8345959595959597,0.571937321937322,pituitary_tumor
17.6,67.4,183952.0,1.6482296538490706,22.5,6.046375630037424,39.48936170212766,35.5,397.5264825712992,0.4499999999999999,0.6563058655056571,0.7774138861893963,0.6473277074542897,pituitary_tumor
22.3,120.0,593596.0,2.525922491164996,70.25,1.7080523541324593,74.47619047619048,70.5,1519.9160997732429,0.6904761904761905,0.8348444349255718,0.7847222222222222,0.2861733001658375,pituitary_tumor
23.0,127.0,341745.0,2.4385570202015834,33.0,6.452383493837143,63.62295081967213,55.0,1554.497178177909,1.4222222222222225,0.5726845764410524,0.7872474747474748,0.2786324786324786,pituitary_tumor
12.8,77.2,187444.0,2.052522229174968,37.0,6.510359540642407,41.594202898550726,36.0,986.501995379122,0.6757478632478633,0.4933551754270101,0.7948007246376811,0.502027027027027,pituitary_tumor
10.0,81.0,161730.0,2.007688951382208,27.75,5.436585473308289,40.41935483870968,31.0,974.8241415192506,0.8906746031746031,0.5718195766370207,0.8527494331065759,0.6378205128205129,pituitary_tumor
22.40000000000001,130.6,493820.0,2.7126307725693435,68.0,2.418041841703103,74.74626865671642,71.0,1783.4430830920023,0.9246031746031746,0.8396191791157273,0.8635912698412699,0.2918079096045198,pituitary_tumor
67.7,158.4,154546.0,2.418295834054488,46.0,2.291052004594711,108.16666666666669,99.5,1178.8055555555554,0.75,-0.0392156862745095,0.9318181818181818,0.0769230769230769,pituitary_tumor
9.0,81.40000000000003,209695.0,2.052007450711133,41.5,3.559424745426273,41.109756097560975,36.5,867.2440511600239,0.7861305361305363,0.6395558646585227,0.7629190207156309,0.6318204365079365,pituitary_tumor
13.0,89.0,164292.0,2.08378491420862,45.0,3.186081039198893,42.59016393442623,35.0,879.3894114485353,0.685515873015873,0.6676694164879282,0.7668650793650794,0.4738636363636363,pituitary_tumor
25.0,100.3,185716.0,2.0073179064219864,31.25,3.34980751467603,55.708333333333336,51.5,765.6649305555555,1.2724358974358976,0.5257556347123276,0.8290165165165165,0.3632119514472456,pituitary_tumor
29.8,113.2,322128.0,2.3017180615581445,47.5,2.6512635608245336,66.03389830508475,62.0,1099.3208848032175,1.6275391275391276,0.5114201609550875,0.8859953703703703,0.7373655913978494,pituitary_tumor
10.0,117.20000000000006,369134.0,2.507848957625752,49.5,2.9449752408861287,57.73333333333333,53.0,1588.648888888889,2.3418831168831167,0.6323235165754064,0.8386015325670498,0.6886094674556215,pituitary_tumor
27.0,105.79999999999998,262873.0,2.26101146339599,40.0,3.6160372955153135,59.70175438596491,48.0,1047.5075407817794,0.6946428571428571,0.8037830557823318,0.7842377260981912,0.2011363636363636,pituitary_tumor
9.0,102.9,291125.0,2.443578247753095,60.0,3.619184947841205,52.80882352941177,50.5,1492.478157439446,1.1001984126984128,0.6801850746332866,0.8387962962962963,0.230324074074074,pituitary_tumor
12.0,93.0,319781.0,2.3240260592743085,42.75,3.934397402369824,55.30263157894737,53.0,1149.2636772853186,1.8551136363636365,0.4150047557703999,0.8387476459510358,0.356815578465063,pituitary_tumor
7.600000000000001,99.8,363329.0,2.240250734856827,44.0,7.006141059538244,44.64423076923077,31.0,1500.440735946745,0.5047619047619047,0.8478238534356665,0.78539737654321,0.6039725672877847,pituitary_tumor
12.0,113.80000000000004,467663.0,2.2438393694550203,41.0,6.007524173064519,48.73737373737374,27.0,2348.5370880522405,1.6628289473684208,0.7748351726842501,0.7445680094954649,1.158231707317073,pituitary_tumor
5.0,124.2,236048.0,2.175207281152625,52.75,5.102097899893607,43.3,26.0,2059.2433333333333,1.29375,0.7672888012633731,0.8163462144116905,0.2679738562091504,pituitary_tumor
11.0,94.4,185844.0,2.119895634180941,58.0,2.060014296101384,47.23636363636364,38.0,1147.7077685950414,0.9083333333333332,0.6789773089728186,0.796957671957672,0.8224043715846995,pituitary_tumor
10.0,118.6,570498.0,2.508809246755305,66.25,1.7768396456810742,69.52272727272727,69.5,1649.5222107438017,0.8103497809380164,0.8068174899756211,0.7099171539961013,0.4779595015576323,pituitary_tumor
22.000000000000004,97.8,362776.0,2.253658698663948,41.0,2.860700699755323,56.4494382022472,55.0,889.5957581113496,0.5924145299145299,0.7426330121612533,0.8317486085343229,0.6030483764082174,pituitary_tumor
10.0,83.80000000000001,176100.0,2.1122694408299374,52.0,3.7510947534067256,44.0,41.0,1048.7457627118645,1.2317460317460318,0.5074737075739836,0.8028001898433793,0.6171775223499362,pituitary_tumor
21.0,85.5,273631.0,2.004278508988853,32.25,2.6915161994346057,47.44791666666666,43.5,599.0181206597223,0.4430555555555556,0.7792264728933554,0.814572682608397,0.5828900709219857,pituitary_tumor
23.0,54.400000000000006,146060.0,1.2093844684368795,15.0,3.4743104604515405,39.08045977011494,38.0,151.56823886907125,0.3473557692307693,0.4704044544709778,0.728780864197531,1.0861254295532643,pituitary_tumor
29.8,60.2,135504.0,1.3741024292247008,12.0,3.7491155294437424,45.86666666666667,46.0,154.6488888888889,0.5075757575757577,0.4991512673830809,0.7457264957264957,0.7410000000000001,pituitary_tumor
14.1,137.9,431734.0,2.69917133045976,67.25,2.07807403367671,83.08333333333333,86.5,2091.618055555555,1.5982142857142856,0.5247908428391731,0.9074074074074074,0.2579710144927536,pituitary_tumor
24.9,115.6,356976.0,2.515273148199594,56.5,2.89525082702778,66.86666666666666,62.0,1478.4488888888886,1.1743055555555555,0.7044282926218953,0.7820121951219512,0.3015965732087228,pituitary_tumor
22.6,97.7,325466.0,2.116753658476122,31.25,2.952097283688913,59.86486486486486,59.0,814.3871439006574,0.599476911976912,0.7685965237592698,0.8171825396825396,0.3741944932630346,pituitary_tumor
5.0,112.5,392634.0,2.410796535371707,79.5,1.916104269733974,54.11904761904762,48.5,1745.3429705215422,0.6323863636363637,0.7798408769477906,0.7860663082437277,0.6838842975206613,pituitary_tumor
22.8,81.1,208614.0,1.9568618500329904,31.25,3.994135428947589,48.22857142857143,42.0,654.2048979591837,0.8806818181818182,0.6505584634144804,0.7521367521367522,0.41815144766147,pituitary_tumor
28.0,88.0,206047.0,1.4410642411199834,24.25,3.494079301094296,47.46052631578947,40.0,458.6431786703602,0.2589285714285714,0.7831765935214204,0.7747641509433962,0.2460658082975679,pituitary_tumor
22.6,85.10000000000001,433253.0,2.2379594016220645,37.5,4.361460214211709,62.63333333333333,67.0,890.9877777777779,0.344187675070028,0.8179384151349048,0.7211805555555556,0.2306254558716265,pituitary_tumor
30.0,86.2,232391.0,1.940718644590657,28.5,8.7376103033326,57.10169491525424,55.0,678.2269462798048,0.7599206349206349,0.3347212175177367,0.83451536643026,0.4567642956764295,pituitary_tumor
29.0,72.19999999999999,123681.0,1.1449479097220303,17.0,5.037212236886276,44.40384615384615,37.0,406.7792159763313,0.375,0.6020361990950224,0.8265650854936569,1.0875,pituitary_tumor
36.0,98.0,574266.0,1.8423724699727173,34.0,2.3044802331685403,61.83206106870229,54.0,560.5061476603928,0.294887901766351,0.8619803594476048,0.7477196382428941,3.8912621359223296,pituitary_tumor
31.2,60.0,213354.0,1.1546947117521658,9.75,3.265135751633052,49.78048780487805,53.0,123.78108268887566,0.2110119047619047,0.6046012603215988,0.6795748299319729,0.6480263157894737,pituitary_tumor
7.0,114.50000000000004,408077.0,2.3771962552271453,74.75,2.2596310101491133,53.833333333333336,53.5,1636.161111111111,1.0143939393939394,0.8019845582496148,0.803620218579235,0.5110899873257287,pituitary_tumor
8.0,119.00000000000004,264777.0,2.5882705331052787,69.0,2.974907145931652,60.11111111111112,52.0,2270.587654320987,2.675,0.7034229915077567,0.8896604938271605,0.5529953917050692,pituitary_tumor
9.0,84.3,317778.0,2.106964887266171,50.5,4.268736349615669,46.44897959183673,48.0,1085.1249479383594,0.6357142857142857,0.79305191212901,0.777610544217687,0.3973256924546322,pituitary_tumor
14.499999999999998,87.80000000000001,254468.0,2.0709097847347326,30.5,5.515093130936438,46.4390243902439,36.0,946.6853063652588,0.6003787878787878,0.6605786646759916,0.7774305555555556,0.543975903614458,pituitary_tumor
26.0,63.0,176039.0,1.3402027491878454,18.0,16.419929647965876,41.83950617283951,36.0,422.7767108672458,0.3635149572649572,0.5601244843354277,0.7725405470830308,0.486441798941799,pituitary_tumor
12.2,104.4,495797.0,2.429276386126183,51.0,2.902198212508871,55.72566371681416,50.0,1282.2344741170025,0.6218122909698997,0.8164350306131567,0.7936830850483654,0.5555164319248825,pituitary_tumor
50.5,70.0,255705.0,0.8703856459011307,10.0,5.9798527711902745,61.46969696969697,61.5,95.79453627180898,0.1884920634920635,0.4389623156182766,0.6954038742690059,0.2491599462365591,pituitary_tumor
5.0,136.79999999999998,675183.0,2.605275097347453,90.5,1.6011157426258795,73.81927710843374,71.0,2685.4492669473075,0.3631944444444444,0.916096096159278,0.7072440087145969,0.1132028112449799,pituitary_tumor
14.800000000000004,108.0,494955.0,2.36445554673283,42.5,2.39675754723178,59.2803738317757,58.0,1111.5849419163249,0.9154456654456656,0.7414105808632383,0.8207374040707375,0.6429663608562691,pituitary_tumor
33.0,83.60000000000001,327389.0,1.8389987818553504,33.0,2.492525256020173,54.6,50.0,465.0400000000001,0.5714285714285713,0.6243179404795175,0.7489650537634409,0.8103448275862066,pituitary_tumor
37.0,92.7,417028.0,1.9353075206285304,25.0,4.211834992655211,62.06382978723404,59.5,584.5491172476234,0.0982142857142857,0.9106020095601296,0.7436468840409728,0.1050955414012738,pituitary_tumor
24.8,57.0,152950.0,1.2779748466831924,20.0,3.1873724835993524,39.16853932584269,37.0,184.3648529226108,0.2458333333333333,0.5911947803511645,0.7076286008230452,0.9882425742574258,pituitary_tumor
47.0,65.1,200169.0,0.6098403047163998,8.25,5.752936753990252,57.083333333333336,59.0,77.64305555555556,0.15625,0.564102564102563,0.7297911352040817,0.8978494623655914,pituitary_tumor
41.400000000000006,138.3,909882.0,2.571560284493255,54.25,2.7758625868120785,88.3061224489796,83.0,1486.5389421074556,1.4279626623376624,0.6977420966942278,0.839195889623455,0.302052052052052,pituitary_tumor
21.6,125.2,518172.0,2.6810937739324268,59.5,2.3343303257221364,77.97014925373135,80.0,1654.5662731120517,1.574404761904762,0.6692594533887113,0.9046934865900385,0.2564011379800854,pituitary_tumor
20.1,133.89999999999998,596138.0,2.6994885777445736,75.75,1.9217646829966395,75.92307692307692,75.5,1878.481262327416,1.3215214932126698,0.7718750592168693,0.7742346938775511,0.2722285281876655,pituitary_tumor
22.6,104.4,388705.0,2.221868397904396,58.0,1.8461587125637704,64.11688311688312,68.0,937.142182492832,1.207165404040404,0.4429408514983889,0.8590819209039549,0.7883944153577662,pituitary_tumor
29.0,92.9,468643.0,1.96934410447628,43.5,2.254239039865483,62.46078431372549,67.0,693.189638600538,0.4568181818181818,0.7642783490328864,0.8493932748538012,0.274547803617571,pituitary_tumor
13.3,102.7,336747.0,2.324649480725516,55.5,2.3448834306887454,52.29761904761905,49.5,1273.85189909297,1.0403311965811963,0.7563848142485479,0.9011119067510044,1.052787663107948,pituitary_tumor
42.0,86.60000000000001,171981.0,1.874269898814005,30.25,3.848890940399692,62.175,56.0,433.7943750000001,0.4702380952380952,0.2938065518710679,0.8216845878136201,0.3787878787878788,pituitary_tumor
26.2,55.0,110730.0,1.4603664404292358,19.0,8.9888560106083,42.86792452830189,44.0,251.5863296546814,0.5821428571428571,0.0227963886909004,0.8173611111111111,0.5110759493670886,pituitary_tumor
28.0,61.0,90651.0,0.9995708393473216,22.0,1.716619080885667,45.24390243902439,49.0,163.98929208804282,0.2083333333333333,0.3666666666666663,0.8004032258064516,2.785087719298246,pituitary_tumor
13.400000000000002,117.9,407630.0,2.476932647073256,52.5,2.219879568141069,66.02777777777777,64.0,1301.8603395061727,2.265079365079365,0.4197077452883784,0.7966269841269842,0.6461988304093568,pituitary_tumor
10.3,102.7,378030.0,2.4394399831978757,73.0,2.010788725675173,59.78378378378378,60.0,1534.4127100073051,1.008838383838384,0.7278443137412222,0.8385416666666667,0.6853632478632479,pituitary_tumor
13.8,114.1,281360.0,2.283845785333447,63.75,1.7886829755485147,57.7,51.5,1360.0433333333335,0.4722222222222221,0.8658828982455337,0.7624354005167958,0.381060606060606,pituitary_tumor
42.8,133.6,456983.0,2.4881257807206723,50.0,2.481725298169813,81.94736842105263,73.0,1301.8744228993537,0.7666666666666666,0.7764485132647699,0.8713699494949495,0.1398046398046398,pituitary_tumor
13.9,136.1,423273.0,2.4177958730139637,70.0,1.9024361277492483,71.48333333333333,77.5,1944.683055555556,1.5724206349206349,0.727449203555909,0.8293719806763286,0.2807053376906318,pituitary_tumor
6.0,89.2,136387.0,1.9941892357426076,63.25,2.036147937833303,40.3,33.5,1103.65,0.7894736842105263,0.7525145218108692,0.8236805555555556,0.6527777777777778,pituitary_tumor
28.8,137.9000000000001,604914.0,2.671155669432127,55.25,3.54486304647457,75.8,73.5,1815.785,2.029220779220779,0.714168419187639,0.8727197346600332,0.2268505586592178,pituitary_tumor
6.4,59.60000000000001,139110.0,1.6534870956221293,25.0,3.0725992174293117,38.0,41.0,410.8,0.4970238095238095,0.4369181138506744,0.7782738095238095,0.915560471976401,pituitary_tumor
9.0,67.0,105898.0,1.815101401499547,18.0,4.77122096924149,38.03921568627451,30.0,629.449442522107,1.193858225108225,0.3935064836466336,0.7657657657657657,0.638888888888889,pituitary_tumor
19.3,135.9,434983.0,2.6372611150977443,49.25,3.637432222588242,62.375,49.5,2150.789930555556,1.1958333333333335,0.7916226857237983,0.8400383141762452,0.4037629757785467,pituitary_tumor
